transaction_id,grant_id,fiscal_year,period,period_date,budget_line,appropriation,budgeted,obligated,expended,cost_center,source_system,classification
ERP-MOCK-2026-00128,MOCK-ONR-N00014-25-C-0016,2026,2026-07,2026-07-30,RDT&E Management Support,6.2,200000.0,123900.0,97940.0,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00129,MOCK-ONR-N00014-25-C-0017,2026,2026-01,2026-01-01,Applied Research,6.2,62500.0,22968.75,16406.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00130,MOCK-ONR-N00014-25-C-0017,2026,2026-01,2026-01-31,RDT&E Management Support,6.2,62500.0,22968.75,18156.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00131,MOCK-ONR-N00014-25-C-0017,2026,2026-03,2026-03-02,Basic Research,6.2,62500.0,22968.75,19906.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00132,MOCK-ONR-N00014-25-C-0017,2026,2026-04,2026-04-01,RDT&E Management Support,6.2,62500.0,22968.75,16406.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00133,MOCK-ONR-N00014-25-C-0017,2026,2026-05,2026-05-01,Basic Research,6.2,62500.0,22968.75,18156.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00134,MOCK-ONR-N00014-25-C-0017,2026,2026-05,2026-05-31,Advanced Technology Dev,6.2,62500.0,22968.75,19906.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00135,MOCK-ONR-N00014-25-C-0017,2026,2026-06,2026-06-30,Advanced Technology Dev,6.2,62500.0,22968.75,16406.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00136,MOCK-ONR-N00014-25-C-0017,2026,2026-07,2026-07-30,RDT&E Management Support,6.2,62500.0,22968.75,18156.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00137,MOCK-ONR-N00014-25-C-0018,2026,2026-01,2026-01-01,Basic Research,6.1,62500.0,33468.75,23906.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00138,MOCK-ONR-N00014-25-C-0018,2026,2026-01,2026-01-31,RDT&E Management Support,6.1,62500.0,33468.75,26456.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00139,MOCK-ONR-N00014-25-C-0018,2026,2026-03,2026-03-02,Advanced Technology Dev,6.1,62500.0,33468.75,29006.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00140,MOCK-ONR-N00014-25-C-0018,2026,2026-04,2026-04-01,RDT&E Management Support,6.1,62500.0,33468.75,23906.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00141,MOCK-ONR-N00014-25-C-0018,2026,2026-05,2026-05-01,Applied Research,6.1,62500.0,33468.75,26456.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00142,MOCK-ONR-N00014-25-C-0018,2026,2026-05,2026-05-31,Basic Research,6.1,62500.0,33468.75,29006.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00143,MOCK-ONR-N00014-25-C-0018,2026,2026-06,2026-06-30,Advanced Technology Dev,6.1,62500.0,33468.75,23906.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00144,MOCK-ONR-N00014-25-C-0018,2026,2026-07,2026-07-30,Advanced Technology Dev,6.1,62500.0,33468.75,26456.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00145,MOCK-ONR-N00014-25-C-0019,2026,2026-01,2026-01-01,Advanced Technology Dev,6.2,104166.67,60156.25,42968.75,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00146,MOCK-ONR-N00014-25-C-0019,2026,2026-01,2026-01-31,RDT&E Management Support,6.2,104166.67,60156.25,47552.08,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00147,MOCK-ONR-N00014-25-C-0019,2026,2026-03,2026-03-02,Applied Research,6.2,104166.67,60156.25,52135.42,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00148,MOCK-ONR-N00014-25-C-0019,2026,2026-04,2026-04-01,RDT&E Management Support,6.2,104166.67,60156.25,42968.75,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00149,MOCK-ONR-N00014-25-C-0019,2026,2026-05,2026-05-01,Applied Research,6.2,104166.67,60156.25,47552.08,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00150,MOCK-ONR-N00014-25-C-0019,2026,2026-05,2026-05-31,Advanced Technology Dev,6.2,104166.67,60156.25,52135.42,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00151,MOCK-ONR-N00014-25-C-0019,2026,2026-06,2026-06-30,Basic Research,6.2,104166.67,60156.25,42968.75,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00152,MOCK-ONR-N00014-25-C-0019,2026,2026-07,2026-07-30,Advanced Technology Dev,6.2,104166.67,60156.25,47552.08,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00153,MOCK-ONR-N00014-25-C-0020,2026,2026-01,2026-01-01,Advanced Technology Dev,6.3,29166.67,15618.75,11156.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00154,MOCK-ONR-N00014-25-C-0020,2026,2026-01,2026-01-31,Applied Research,6.3,29166.67,15618.75,12346.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00155,MOCK-ONR-N00014-25-C-0020,2026,2026-03,2026-03-02,Applied Research,6.3,29166.67,15618.75,13536.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00156,MOCK-ONR-N00014-25-C-0020,2026,2026-04,2026-04-01,Applied Research,6.3,29166.67,15618.75,11156.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00157,MOCK-ONR-N00014-25-C-0020,2026,2026-05,2026-05-01,Advanced Technology Dev,6.3,29166.67,15618.75,12346.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00158,MOCK-ONR-N00014-25-C-0020,2026,2026-05,2026-05-31,Basic Research,6.3,29166.67,15618.75,13536.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00159,MOCK-ONR-N00014-25-C-0020,2026,2026-06,2026-06-30,Applied Research,6.3,29166.67,15618.75,11156.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00160,MOCK-ONR-N00014-25-C-0020,2026,2026-07,2026-07-30,Basic Research,6.3,29166.67,15618.75,12346.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00161,MOCK-ONR-N00014-25-C-0021,2026,2026-01,2026-01-01,Basic Research,6.3,341666.67,182962.5,130687.5,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00162,MOCK-ONR-N00014-25-C-0021,2026,2026-01,2026-01-31,Basic Research,6.3,341666.67,182962.5,144627.5,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00163,MOCK-ONR-N00014-25-C-0021,2026,2026-03,2026-03-02,RDT&E Management Support,6.3,341666.67,182962.5,158567.5,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00164,MOCK-ONR-N00014-25-C-0021,2026,2026-04,2026-04-01,Applied Research,6.3,341666.67,182962.5,130687.5,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00165,MOCK-ONR-N00014-25-C-0021,2026,2026-05,2026-05-01,RDT&E Management Support,6.3,341666.67,182962.5,144627.5,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00166,MOCK-ONR-N00014-25-C-0021,2026,2026-05,2026-05-31,Advanced Technology Dev,6.3,341666.67,182962.5,158567.5,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00167,MOCK-ONR-N00014-25-C-0021,2026,2026-06,2026-06-30,RDT&E Management Support,6.3,341666.67,182962.5,130687.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00168,MOCK-ONR-N00014-25-C-0021,2026,2026-07,2026-07-30,RDT&E Management Support,6.3,341666.67,182962.5,144627.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00169,MOCK-ONR-N00014-25-C-0022,2026,2026-01,2026-01-01,Advanced Technology Dev,6.3,29166.67,18068.75,12906.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00170,MOCK-ONR-N00014-25-C-0022,2026,2026-01,2026-01-31,Basic Research,6.3,29166.67,18068.75,14282.92,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00171,MOCK-ONR-N00014-25-C-0022,2026,2026-03,2026-03-02,Basic Research,6.3,29166.67,18068.75,15659.58,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00172,MOCK-ONR-N00014-25-C-0022,2026,2026-04,2026-04-01,Advanced Technology Dev,6.3,29166.67,18068.75,12906.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00173,MOCK-ONR-N00014-25-C-0022,2026,2026-05,2026-05-01,Applied Research,6.3,29166.67,18068.75,14282.92,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00174,MOCK-ONR-N00014-25-C-0022,2026,2026-05,2026-05-31,Advanced Technology Dev,6.3,29166.67,18068.75,15659.58,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00175,MOCK-ONR-N00014-25-C-0022,2026,2026-06,2026-06-30,Advanced Technology Dev,6.3,29166.67,18068.75,12906.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00176,MOCK-ONR-N00014-25-C-0022,2026,2026-07,2026-07-30,RDT&E Management Support,6.3,29166.67,18068.75,14282.92,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00177,MOCK-ONR-N00014-25-C-0023,2026,2026-01,2026-01-01,RDT&E Management Support,6.1,104166.67,38281.25,27343.75,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00178,MOCK-ONR-N00014-25-C-0023,2026,2026-01,2026-01-31,Advanced Technology Dev,6.1,104166.67,38281.25,30260.42,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00179,MOCK-ONR-N00014-25-C-0023,2026,2026-03,2026-03-02,RDT&E Management Support,6.1,104166.67,38281.25,33177.08,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00180,MOCK-ONR-N00014-25-C-0023,2026,2026-04,2026-04-01,Advanced Technology Dev,6.1,104166.67,38281.25,27343.75,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00181,MOCK-ONR-N00014-25-C-0023,2026,2026-05,2026-05-01,Basic Research,6.1,104166.67,38281.25,30260.42,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00182,MOCK-ONR-N00014-25-C-0023,2026,2026-05,2026-05-31,RDT&E Management Support,6.1,104166.67,38281.25,33177.08,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00183,MOCK-ONR-N00014-25-C-0023,2026,2026-06,2026-06-30,Applied Research,6.1,104166.67,38281.25,27343.75,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00184,MOCK-ONR-N00014-25-C-0023,2026,2026-07,2026-07-30,Advanced Technology Dev,6.1,104166.67,38281.25,30260.42,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00185,MOCK-ONR-N00014-25-C-0024,2026,2026-01,2026-01-01,Basic Research,6.2,29166.67,13168.75,9406.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00186,MOCK-ONR-N00014-25-C-0024,2026,2026-01,2026-01-31,Basic Research,6.2,29166.67,13168.75,10409.58,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00187,MOCK-ONR-N00014-25-C-0024,2026,2026-03,2026-03-02,Applied Research,6.2,29166.67,13168.75,11412.92,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00188,MOCK-ONR-N00014-25-C-0024,2026,2026-04,2026-04-01,Basic Research,6.2,29166.67,13168.75,9406.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00189,MOCK-ONR-N00014-25-C-0024,2026,2026-05,2026-05-01,Advanced Technology Dev,6.2,29166.67,13168.75,10409.58,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00190,MOCK-ONR-N00014-25-C-0024,2026,2026-05,2026-05-31,Basic Research,6.2,29166.67,13168.75,11412.92,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00191,MOCK-ONR-N00014-25-C-0024,2026,2026-06,2026-06-30,RDT&E Management Support,6.2,29166.67,13168.75,9406.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00192,MOCK-ONR-N00014-25-C-0024,2026,2026-07,2026-07-30,RDT&E Management Support,6.2,29166.67,13168.75,10409.58,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00193,MOCK-ONR-N00014-25-C-0025,2026,2026-01,2026-01-01,Advanced Technology Dev,6.3,29166.67,11943.75,8531.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00194,MOCK-ONR-N00014-25-C-0025,2026,2026-01,2026-01-31,Basic Research,6.3,29166.67,11943.75,9441.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00195,MOCK-ONR-N00014-25-C-0025,2026,2026-03,2026-03-02,Basic Research,6.3,29166.67,11943.75,10351.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00196,MOCK-ONR-N00014-25-C-0025,2026,2026-04,2026-04-01,RDT&E Management Support,6.3,29166.67,11943.75,8531.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00197,MOCK-ONR-N00014-25-C-0025,2026,2026-05,2026-05-01,Basic Research,6.3,29166.67,11943.75,9441.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00198,MOCK-ONR-N00014-25-C-0025,2026,2026-05,2026-05-31,Advanced Technology Dev,6.3,29166.67,11943.75,10351.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00199,MOCK-ONR-N00014-25-C-0025,2026,2026-06,2026-06-30,Basic Research,6.3,29166.67,11943.75,8531.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00200,MOCK-ONR-N00014-25-C-0025,2026,2026-07,2026-07-30,Advanced Technology Dev,6.3,29166.67,11943.75,9441.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00201,MOCK-ONR-N00014-25-C-0026,2026,2026-01,2026-01-01,Applied Research,6.1,62500.0,36093.75,25781.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00202,MOCK-ONR-N00014-25-C-0026,2026,2026-01,2026-01-31,Applied Research,6.1,62500.0,36093.75,28531.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00203,MOCK-ONR-N00014-25-C-0026,2026,2026-03,2026-03-02,RDT&E Management Support,6.1,62500.0,36093.75,31281.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00204,MOCK-ONR-N00014-25-C-0026,2026,2026-04,2026-04-01,Advanced Technology Dev,6.1,62500.0,36093.75,25781.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00205,MOCK-ONR-N00014-25-C-0026,2026,2026-05,2026-05-01,Applied Research,6.1,62500.0,36093.75,28531.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00206,MOCK-ONR-N00014-25-C-0026,2026,2026-05,2026-05-31,RDT&E Management Support,6.1,62500.0,36093.75,31281.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00207,MOCK-ONR-N00014-25-C-0026,2026,2026-06,2026-06-30,RDT&E Management Support,6.1,62500.0,36093.75,25781.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00208,MOCK-ONR-N00014-25-C-0026,2026,2026-07,2026-07-30,RDT&E Management Support,6.1,62500.0,36093.75,28531.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00209,MOCK-ONR-N00014-25-C-0027,2026,2026-01,2026-01-01,Applied Research,6.2,62500.0,22968.75,16406.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00210,MOCK-ONR-N00014-25-C-0027,2026,2026-01,2026-01-31,RDT&E Management Support,6.2,62500.0,22968.75,18156.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00211,MOCK-ONR-N00014-25-C-0027,2026,2026-03,2026-03-02,Applied Research,6.2,62500.0,22968.75,19906.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00212,MOCK-ONR-N00014-25-C-0027,2026,2026-04,2026-04-01,Applied Research,6.2,62500.0,22968.75,16406.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00213,MOCK-ONR-N00014-25-C-0027,2026,2026-05,2026-05-01,Advanced Technology Dev,6.2,62500.0,22968.75,18156.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00214,MOCK-ONR-N00014-25-C-0027,2026,2026-05,2026-05-31,Basic Research,6.2,62500.0,22968.75,19906.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00215,MOCK-ONR-N00014-25-C-0027,2026,2026-06,2026-06-30,Advanced Technology Dev,6.2,62500.0,22968.75,16406.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00216,MOCK-ONR-N00014-25-C-0027,2026,2026-07,2026-07-30,Applied Research,6.2,62500.0,22968.75,18156.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00217,MOCK-ONR-N00014-25-C-0028,2026,2026-01,2026-01-01,Basic Research,6.1,29166.67,15618.75,11156.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00218,MOCK-ONR-N00014-25-C-0028,2026,2026-01,2026-01-31,Advanced Technology Dev,6.1,29166.67,15618.75,12346.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00219,MOCK-ONR-N00014-25-C-0028,2026,2026-03,2026-03-02,RDT&E Management Support,6.1,29166.67,15618.75,13536.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00220,MOCK-ONR-N00014-25-C-0028,2026,2026-04,2026-04-01,Advanced Technology Dev,6.1,29166.67,15618.75,11156.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00221,MOCK-ONR-N00014-25-C-0028,2026,2026-05,2026-05-01,Applied Research,6.1,29166.67,15618.75,12346.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00222,MOCK-ONR-N00014-25-C-0028,2026,2026-05,2026-05-31,Applied Research,6.1,29166.67,15618.75,13536.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00223,MOCK-ONR-N00014-25-C-0028,2026,2026-06,2026-06-30,Advanced Technology Dev,6.1,29166.67,15618.75,11156.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00224,MOCK-ONR-N00014-25-C-0028,2026,2026-07,2026-07-30,Basic Research,6.1,29166.67,15618.75,12346.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00225,MOCK-ONR-N00014-25-C-0029,2026,2026-01,2026-01-01,RDT&E Management Support,6.1,104166.67,51406.25,36718.75,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00226,MOCK-ONR-N00014-25-C-0029,2026,2026-01,2026-01-31,RDT&E Management Support,6.1,104166.67,51406.25,40635.42,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00227,MOCK-ONR-N00014-25-C-0029,2026,2026-03,2026-03-02,Applied Research,6.1,104166.67,51406.25,44552.08,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00228,MOCK-ONR-N00014-25-C-0029,2026,2026-04,2026-04-01,Basic Research,6.1,104166.67,51406.25,36718.75,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00229,MOCK-ONR-N00014-25-C-0029,2026,2026-05,2026-05-01,Basic Research,6.1,104166.67,51406.25,40635.42,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00230,MOCK-ONR-N00014-25-C-0029,2026,2026-05,2026-05-31,Advanced Technology Dev,6.1,104166.67,51406.25,44552.08,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00231,MOCK-ONR-N00014-25-C-0029,2026,2026-06,2026-06-30,RDT&E Management Support,6.1,104166.67,51406.25,36718.75,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00232,MOCK-ONR-N00014-25-C-0029,2026,2026-07,2026-07-30,Advanced Technology Dev,6.1,104166.67,51406.25,40635.42,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00233,MOCK-ONR-N00014-24-C-0030,2026,2026-01,2026-01-01,Applied Research,6.2,200000.0,123900.0,88500.0,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00234,MOCK-ONR-N00014-24-C-0030,2026,2026-01,2026-01-31,RDT&E Management Support,6.2,200000.0,123900.0,97940.0,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00235,MOCK-ONR-N00014-24-C-0030,2026,2026-03,2026-03-02,Applied Research,6.2,200000.0,123900.0,107380.0,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00236,MOCK-ONR-N00014-24-C-0030,2026,2026-04,2026-04-01,Basic Research,6.2,200000.0,123900.0,88500.0,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00237,MOCK-ONR-N00014-24-C-0030,2026,2026-05,2026-05-01,RDT&E Management Support,6.2,200000.0,123900.0,97940.0,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00238,MOCK-ONR-N00014-24-C-0030,2026,2026-05,2026-05-31,Basic Research,6.2,200000.0,123900.0,107380.0,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00239,MOCK-ONR-N00014-24-C-0030,2026,2026-06,2026-06-30,Basic Research,6.2,200000.0,123900.0,88500.0,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00240,MOCK-ONR-N00014-24-C-0030,2026,2026-07,2026-07-30,RDT&E Management Support,6.2,200000.0,123900.0,97940.0,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00241,MOCK-ONR-N00014-25-C-0031,2026,2026-01,2026-01-01,Applied Research,6.2,200000.0,115500.0,82500.0,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00242,MOCK-ONR-N00014-25-C-0031,2026,2026-01,2026-01-31,Basic Research,6.2,200000.0,115500.0,91300.0,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00243,MOCK-ONR-N00014-25-C-0031,2026,2026-03,2026-03-02,RDT&E Management Support,6.2,200000.0,115500.0,100100.0,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00244,MOCK-ONR-N00014-25-C-0031,2026,2026-04,2026-04-01,Advanced Technology Dev,6.2,200000.0,115500.0,82500.0,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00245,MOCK-ONR-N00014-25-C-0031,2026,2026-05,2026-05-01,Advanced Technology Dev,6.2,200000.0,115500.0,91300.0,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00246,MOCK-ONR-N00014-25-C-0031,2026,2026-05,2026-05-31,Applied Research,6.2,200000.0,115500.0,100100.0,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00247,MOCK-ONR-N00014-25-C-0031,2026,2026-06,2026-06-30,Advanced Technology Dev,6.2,200000.0,115500.0,82500.0,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00248,MOCK-ONR-N00014-25-C-0031,2026,2026-07,2026-07-30,Basic Research,6.2,200000.0,115500.0,91300.0,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00249,MOCK-ONR-N00014-25-C-0032,2026,2026-01,2026-01-01,Advanced Technology Dev,6.1,62500.0,33468.75,23906.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00250,MOCK-ONR-N00014-25-C-0032,2026,2026-01,2026-01-31,Applied Research,6.1,62500.0,33468.75,26456.25,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00251,MOCK-ONR-N00014-25-C-0032,2026,2026-03,2026-03-02,Basic Research,6.1,62500.0,33468.75,29006.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00252,MOCK-ONR-N00014-25-C-0032,2026,2026-04,2026-04-01,Advanced Technology Dev,6.1,62500.0,33468.75,23906.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00253,MOCK-ONR-N00014-25-C-0032,2026,2026-05,2026-05-01,Basic Research,6.1,62500.0,33468.75,26456.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00254,MOCK-ONR-N00014-25-C-0032,2026,2026-05,2026-05-31,Applied Research,6.1,62500.0,33468.75,29006.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
